[2026-03-24 21:58:33] [INFO    ] discord.client: logging in using static token
[2026-03-24 21:59:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 14, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQ4NjE4MjcwMTgyMzI5NTUxOTp4eTFqYVpzYkpKZXFHMlJHTURxbzcyMnZPbXRIQk4xM0Zwdm9FeThBRlRXZTNpQUR0WFhkVDhEcE5qT2h2aUVxSjkxZEsycmllb1NtRkJPVUFVR1NJdFl4OWJ4TThHN0Z4bmdRWEFlaDRKa1l0c0pXZTRaZHBkb3NaWTA4b0RDWQ', 'member': {'user': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}, 'unusual_dm_activity_until': None, 'roles': ['1486015289400234104', '1486015250322030763'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:39.661000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1486182701823295519', 'guild_locale': 'en-US', 'guild_id': '1485845528175706276', 'guild': {'locale': 'en-US', 'id': '1485845528175706276', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'resolved': {'users': {'592492112357097473': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}}, 'members': {'592492112357097473': {'unusual_dm_activity_until': None, 'roles': ['1486015289400234104', '1486015250322030763'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'joined_at': '2026-03-24T03:39:39.661000+00:00', 'flags': 0, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}}, 'options': [{'value': '592492112357097473', 'type': 6, 'name': 'player'}, {'value': 'Insight', 'type': 3, 'name': 'ability'}, {'value': 15, 'type': 4, 'name': 'dc'}], 'name': 'abilitycheck', 'id': '1485983195324485782'}, 'context': 0, 'channel_id': '1485845529375015014', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '9007199254740991', 'parent_id': '1485845529375015012', 'nsfw': False, 'name': 'general', 'last_message_id': '1486182601495679106', 'id': '1485845529375015014', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1485845528175706276', 'flags': 0}, 'authorizing_integration_owners': {'0': '1485845528175706276'}, 'attachment_size_limit': 10485760, 'application_id': '1485841393833480262', 'app_permissions': '2248473734270529'}}
[2026-03-24 21:59:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:59:28] [DEBUG   ] discord.client: Dispatching event interaction
[2026-03-24 21:59:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'webhook_id': '1485841393833480262', 'type': 20, 'tts': False, 'timestamp': '2026-03-25T01:59:28.327000+00:00', 'pinned': False, 'nonce': '1486182701399539712', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1485845579723702305'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:51.987000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}, 'type': 2, 'name': 'abilitycheck', 'id': '1486182701823295519', 'command_type': 1, 'authorizing_integration_owners': {'0': '1485845528175706276'}}, 'interaction': {'user': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}, 'type': 2, 'name': 'abilitycheck', 'member': {'roles': ['1486015289400234104', '1486015250322030763'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:39.661000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1486182701823295519'}, 'id': '1486182702968471654', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Insight Check', 'id': '1486182702968471655', 'description': '<@592492112357097473> must make a DC 15 Insight check', 'content_scan_version': 0}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1485845529375015014', 'author': {'username': 'dndapp', 'public_flags': 0, 'primary_guild': None, 'id': '1485841393833480262', 'global_name': None, 'display_name_styles': None, 'discriminator': '6134', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1485841393833480262', 'guild_id': '1485845528175706276'}}
[2026-03-24 21:59:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:59:28] [DEBUG   ] discord.client: Dispatching event message
[2026-03-24 21:59:28] [DEBUG   ] discord.webhook.async_: Webhook ID 1486182701823295519 with POST https://discord.com/api/v10/interactions/1486182701823295519/aW50ZXJhY3Rpb246MTQ4NjE4MjcwMTgyMzI5NTUxOTp4eTFqYVpzYkpKZXFHMlJHTURxbzcyMnZPbXRIQk4xM0Zwdm9FeThBRlRXZTNpQUR0WFhkVDhEcE5qT2h2aUVxSjkxZEsycmllb1NtRkJPVUFVR1NJdFl4OWJ4TThHN0Z4bmdRWEFlaDRKa1l0c0pXZTRaZHBkb3NaWTA4b0RDWQ/callback has returned status code 200
[2026-03-24 21:59:28] [DEBUG   ] discord.webhook.async_: Webhook ID 1485841393833480262 with GET https://discord.com/api/v10/webhooks/1485841393833480262/aW50ZXJhY3Rpb246MTQ4NjE4MjcwMTgyMzI5NTUxOTp4eTFqYVpzYkpKZXFHMlJHTURxbzcyMnZPbXRIQk4xM0Zwdm9FeThBRlRXZTNpQUR0WFhkVDhEcE5qT2h2aUVxSjkxZEsycmllb1NtRkJPVUFVR1NJdFl4OWJ4TThHN0Z4bmdRWEFlaDRKa1l0c0pXZTRaZHBkb3NaWTA4b0RDWQ/messages/@original has returned status code 200
[2026-03-24 21:59:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 16, 'op': 0, 'd': {'user_id': '1485841393833480262', 'type': 0, 'message_id': '1486182702968471654', 'message_author_id': '1485841393833480262', 'member': {'user': {'username': 'dndapp', 'public_flags': 0, 'primary_guild': None, 'id': '1485841393833480262', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '6134', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1485845579723702305'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:51.987000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '🎲', 'id': None}, 'channel_id': '1485845529375015014', 'burst': False, 'guild_id': '1485845528175706276'}}
[2026-03-24 21:59:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:59:28] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2026-03-24 21:59:28] [DEBUG   ] discord.client: Dispatching event reaction_add
[2026-03-24 21:59:28] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1485845529375015014/messages/1486182702968471654/reactions/%F0%9F%8E%B2/@me with None has returned 204
[2026-03-24 21:59:28] [DEBUG   ] discord.http: A rate limit bucket (acca06189c86c292e9013a444ec3184d) has been exhausted. Pre-emptively rate limiting...
[2026-03-24 21:59:28] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1485845529375015014/messages/1486182702968471654/reactions/%F0%9F%8E%B2/@me has received 
[2026-03-24 21:59:29] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2026-03-24 21:59:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 17, 'op': 0, 'd': {'user_id': '592492112357097473', 'type': 0, 'message_id': '1486182702968471654', 'message_author_id': '1485841393833480262', 'member': {'user': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'display_name': 'Tommy Gill', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}, 'roles': ['1486015289400234104', '1486015250322030763'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:39.661000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '🎲', 'id': None}, 'channel_id': '1485845529375015014', 'burst': False, 'guild_id': '1485845528175706276'}}
[2026-03-24 21:59:30] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:59:30] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2026-03-24 21:59:30] [DEBUG   ] discord.client: Dispatching event reaction_add
[2026-03-24 21:59:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-25T01:59:30.510000+00:00', 'pinned': False, 'nonce': '10449909782209898082', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1485845579723702305'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:51.987000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1486182712124641311', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Rolling Insight check...', 'components': [], 'channel_type': 0, 'channel_id': '1485845529375015014', 'author': {'username': 'dndapp', 'public_flags': 0, 'primary_guild': None, 'id': '1485841393833480262', 'global_name': None, 'display_name_styles': None, 'discriminator': '6134', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1485845528175706276'}}
[2026-03-24 21:59:30] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:59:30] [DEBUG   ] discord.client: Dispatching event message
[2026-03-24 21:59:30] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1485845529375015014/messages with {"content":"Rolling Insight check...","components":[],"nonce":"10449909782209898082","enforce_nonce":true,"tts":false} has returned 200
[2026-03-24 21:59:30] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1485845529375015014/messages has received {'type': 0, 'content': 'Rolling Insight check...', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-25T01:59:30.510000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1486182712124641311', 'channel_id': '1485845529375015014', 'author': {'id': '1485841393833480262', 'username': 'dndapp', 'avatar': None, 'discriminator': '6134', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '10449909782209898082'}
[2026-03-24 21:59:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 19, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-25T01:59:30.813000+00:00', 'pinned': False, 'nonce': '18326729846716866903', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1485845579723702305'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:51.987000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1486182713395384370', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'You got a 24 (20+4)', 'components': [], 'channel_type': 0, 'channel_id': '1485845529375015014', 'author': {'username': 'dndapp', 'public_flags': 0, 'primary_guild': None, 'id': '1485841393833480262', 'global_name': None, 'display_name_styles': None, 'discriminator': '6134', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1485845528175706276'}}
[2026-03-24 21:59:30] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:59:30] [DEBUG   ] discord.client: Dispatching event message
[2026-03-24 21:59:30] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1485845529375015014/messages with {"content":"You got a 24 (20+4)","components":[],"nonce":"18326729846716866903","enforce_nonce":true,"tts":false} has returned 200
[2026-03-24 21:59:31] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1485845529375015014/messages has received {'type': 0, 'content': 'You got a 24 (20+4)', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-25T01:59:30.813000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1486182713395384370', 'channel_id': '1485845529375015014', 'author': {'id': '1485841393833480262', 'username': 'dndapp', 'avatar': None, 'discriminator': '6134', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '18326729846716866903'}
[2026-03-24 21:59:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 20, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQ4NjE4MjgxMTQ0MTU2MTY0MDptS3Z1NU0waG11cDVpTGhGV1F4Yk9vRGFUWDY4OU1hVlpoMUExVXhIcFlVSTlqZEJ0TnUzU0NrbndxUllQeXJSb0hUdFlNbGJpSUh5ZXlMV00wNEtNa0JDV0xDMzFzYmVhZnJQYVRpOHYxTFY4ZERnTU9GMHpHelE4MzVJMkF4cw', 'member': {'user': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}, 'unusual_dm_activity_until': None, 'roles': ['1486015289400234104', '1486015250322030763'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:39.661000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1486182811441561640', 'guild_locale': 'en-US', 'guild_id': '1485845528175706276', 'guild': {'locale': 'en-US', 'id': '1485845528175706276', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'options': [{'value': 'Insight', 'type': 3, 'name': 'ability'}], 'name': 'skillmod', 'id': '1486164821434175569'}, 'context': 0, 'channel_id': '1485845529375015014', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '9007199254740991', 'parent_id': '1485845529375015012', 'nsfw': False, 'name': 'general', 'last_message_id': '1486182713395384370', 'id': '1485845529375015014', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1485845528175706276', 'flags': 0}, 'authorizing_integration_owners': {'0': '1485845528175706276'}, 'attachment_size_limit': 10485760, 'application_id': '1485841393833480262', 'app_permissions': '2248473734270529'}}
[2026-03-24 21:59:54] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:59:54] [DEBUG   ] discord.client: Dispatching event interaction
[2026-03-24 21:59:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 21, 'op': 0, 'd': {'webhook_id': '1485841393833480262', 'type': 20, 'tts': False, 'timestamp': '2026-03-25T01:59:54.298000+00:00', 'pinned': False, 'nonce': '1486182811135115264', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1485845579723702305'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:51.987000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}, 'type': 2, 'name': 'skillmod', 'id': '1486182811441561640', 'command_type': 1, 'authorizing_integration_owners': {'0': '1485845528175706276'}}, 'interaction': {'user': {'username': 'tomot_23', 'public_flags': 0, 'primary_guild': None, 'id': '592492112357097473', 'global_name': 'Tommy Gill', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3fdd0a161a32314aebda8bfcc7f0979a'}, 'type': 2, 'name': 'skillmod', 'member': {'roles': ['1486015289400234104', '1486015250322030763'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-24T03:39:39.661000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1486182811441561640'}, 'id': '1486182811898609886', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '4', 'components': [], 'channel_type': 0, 'channel_id': '1485845529375015014', 'author': {'username': 'dndapp', 'public_flags': 0, 'primary_guild': None, 'id': '1485841393833480262', 'global_name': None, 'display_name_styles': None, 'discriminator': '6134', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1485841393833480262', 'guild_id': '1485845528175706276'}}
[2026-03-24 21:59:54] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-24 21:59:54] [DEBUG   ] discord.client: Dispatching event message
[2026-03-24 21:59:54] [DEBUG   ] discord.webhook.async_: Webhook ID 1486182811441561640 with POST https://discord.com/api/v10/interactions/1486182811441561640/aW50ZXJhY3Rpb246MTQ4NjE4MjgxMTQ0MTU2MTY0MDptS3Z1NU0waG11cDVpTGhGV1F4Yk9vRGFUWDY4OU1hVlpoMUExVXhIcFlVSTlqZEJ0TnUzU0NrbndxUllQeXJSb0hUdFlNbGJpSUh5ZXlMV00wNEtNa0JDV0xDMzFzYmVhZnJQYVRpOHYxTFY4ZERnTU9GMHpHelE4MzVJMkF4cw/callback has returned status code 200
[2026-03-24 21:59:54] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2026-03-24 21:59:57] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 21.
[2026-03-24 21:59:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
